#LimitAlarmDefinitions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,UpdateRate,ReturnToNormalEnable,ReturnToNormalMessageBody,DeadBand,LoLoEnable,LoLoValue,LoLoMessageBody,LoLoSeverity,LoLoAckRequired,LoEnable,LoValue,LoMessageBody,LoSeverity,LoAckRequired,HiEnable,HiValue,HiMessageBody,HiSeverity,HiAckRequired,HiHiEnable,HiHiValue,HiHiMessageBody,HiHiSeverity,HiHiAckRequired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_XL2_LD,,Yes,M3372,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_GTa,,Yes,M3380,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_VTai_Mai,,Yes,M3381,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_VTai_Bin_L,,Yes,M3382,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Air_IN_L,,Yes,M3383,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_QHMain_LD,,Yes,M3352,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_QH_Up_LD,,Yes,M3354,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_BTCL_LD,,Yes,M3355,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_VTCL1_LD,,Yes,M3356,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Alarm_XL_LD,,Yes,M3476,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_GTa,,Yes,M3362,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_VTai_Mai,,Yes,M3363,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_VTai_Bin_L,,Yes,M3364,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_OVL_Air_IN_L,,Yes,M3365,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,ALARM_LD,,Yes,Y12D9,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,SCADA_LD,,Yes,Y12DF,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Current_Digital_QHMain_LD,,Yes,D890,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Current_Digital_VTCL1_LD,,Yes,D895,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Time_Open_XL1_LD,,Yes,D645,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Time_Open_XL2_LD,,Yes,D647,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Input_Hz_QHMain_LD,,Yes,D880,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Input_Hz_VTCL1_LD,,Yes,D882,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Hz_QHMain_LD,,Yes,D881,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,Hz_VTCL1_LD,,Yes,D883,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_LD,,Yes,M1287,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Man_LD,,Yes,M1288,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_QH_Up_LD,,Yes,M1293,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_QH_Up_LD,,Yes,M1294,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_BTCL_LD,,Yes,M1295,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_BTCL_LD,,Yes,M1296,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_VTCL1_LD,,Yes,M1297,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_VTCL1_LD,,Yes,M1298,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_XL1_LD,,Yes,M1300,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_XL2_LD,,Yes,M1302,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_GTai,,Yes,M1303,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_GTai,,Yes,M1304,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_VTai_Main,,Yes,M1305,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_VTai_Main,,Yes,M1306,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_VTai_Bin_LS,,Yes,M1307,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_VTai_Bin_LS,,Yes,M1308,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Auto_Air_IN_LS,,Yes,M1309,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot1,PL_Hand_Air_IN_LS,,Yes,M1310,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Auto_LD,,Yes,M311,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Man_LD,,Yes,M312,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,BT_Start_QHMain_LD,,Yes,M313,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,BT_Stop_QHMain_LD,,Yes,M314,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Auto_QH_Up_LD,,Yes,M317,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Hand_QH_Up_LD,,Yes,M318,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Auto_BTCL_LD,,Yes,M319,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Hand_BTCL_LD,,Yes,M320,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Auto_VTCL1_LD,,Yes,M321,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Hand_VTCL1_LD,,Yes,M322,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_LoDot\LoDot2,SW_Hand_XL1_LD,,Yes,M324,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
